id,name,definition,synonyms
HP:0000883,Thin ribs,Ribs with a reduced diameter.,"['Slender ribs', 'Thin ribs']"
HP:0000884,Prominent sternum,,"['Prominent sternum', 'Sternal protrusion']"
HP:0000885,Broad ribs,Increased width of ribs,"['Broad ribs', 'Wide ribs']"
HP:0000886,Deformed rib cage,Malformation of the rib cage.,['Deformed rib cage']
HP:0000887,Cupped ribs,"Wide, concave rib end.","['Rib cupping', 'Cupped ribs', 'Rib flaring']"
HP:0000888,Horizontal ribs,"A horizontal (flat) conformation of the ribs, the long curved bones that form the rib cage and normally progressively oblique (slanted) from ribs 1 through 9, then less slanted through rib 12.",['Horizontal ribs']
HP:0000889,Abnormal clavicle morphology,Any abnormality of the clavicles (collar bones).,"['Abnormality of the clavicle', 'Abnormal collarbone', 'Abnormal clavicles']"
HP:0000890,Long clavicles,Increased length of the clavicles.,"['Elongated clavicles', 'Long collarbone']"
HP:0000891,Cervical ribs,,[]
HP:0000892,Bifid ribs,"A bifid rib refers to cleavage of the sternal end of a rib, usually unilateral. Bifid ribs are usually asymptomatic, and are often discovered incidentally by chest x-ray.","['Split ribs', 'Cleft ribs']"
HP:0000893,Bulging of the costochondral junction,Abnormal outward curving (protuberance) of the junction of ribs and costal cartilage.,[]
HP:0000894,Short clavicles,Reduced length of the clavicles.,"['Hypoplastic clavicles', 'Clavicular hypoplasia', 'Underdeveloped clavicles', 'Short collarbone']"
HP:0000895,Lateral clavicle hook,An excessive upward convexity of the lateral clavicle.,"['Hook-shaped clavicle', 'Handlebar clavicle', 'Hooked clavicle', 'Hook-shaped collarbone']"
HP:0000896,Rib exostoses,Multiple circumscribed bony excrescences located in the ribs.,[]
HP:0000897,Rachitic rosary,"A row of beadlike prominences at the junction of a rib and its cartilage (i.e., enlarged costochondral joints), resembling a rosary. Note that rachitic rosary would have one bead per rib (a swelling at the costochondral junction), while beaded ribs in the context of multiple rib fractures have multiple beads (fractures) along the same rib.",[]
HP:0000900,Thickened ribs,Increased thickness (diameter) of ribs.,[]
HP:0000902,Rib fusion,Complete or partial merging of adjacent ribs.,"['Fused ribs', 'Rib fusion']"
HP:0000904,Flaring of rib cage,"The presence of wide, concave anterior rib ends.","['Anterior flaring of ribs', 'Flaring of rib cage']"
HP:0000905,Progressive clavicular acroosteolysis,Progressive bone resorption in the distal part of the clavicle.,['Progressive acroosteolysis of the clavicle']
HP:0001644,Dilated cardiomyopathy,"Dilated cardiomyopathy (DCM) is defined by the presence of left ventricular dilatation and left ventricular systolic dysfunction in the absence of abnormal loading conditions (hypertension, valve disease) or coronary artery disease sufficient to cause global systolic impairment. Right ventricular dilation and dysfunction may be present but are not necessary for the diagnosis.","['DCM', 'Cardiomyopathy, dilated', 'Stretched and thinned heart muscle', 'Congestive cardiomyopathy']"
HP:0001645,Sudden cardiac death,The heart suddenly and unexpectedly stops beating resulting in death within a short time period (generally within 1 h of symptom onset).,"['Premature sudden cardiac death', 'Sudden cardiac death']"
HP:0001646,Abnormal aortic valve morphology,Any abnormality of the aortic valve.,['Abnormality of the aortic valve']
HP:0001647,Bicuspid aortic valve,"The presence of an aortic valve with two instead of the normal three cusps (flaps). Bicuspid aortic valvue is a malformation of a commissure (small space between the attachment of each cusp to the aortic wall) and the adjacent parts of the two corresponding cusps forming a raphe (the fused area of the two underdeveloped cusps turning into a malformed commissure between both cusps; the raphe is a fibrous ridge that extends from the commissure to the free edge of the two underdeveloped, conjoint cusps).",['Aortic valve has two leaflets rather than three']
HP:0001648,Cor pulmonale,Right-sided heart failure resulting from chronic hypertension in the pulmonary arteries and right ventricle.,[]
HP:0001649,Tachycardia,A rapid heartrate that exceeds the range of the normal resting heartrate for age.,"['Racing heart', 'Elevated heart rate', 'Fast heart rate', 'Heart racing', 'Increased heart rate', 'Rapid heart beat']"
HP:0001650,Aortic valve stenosis,The presence of a stenosis (narrowing) of the aortic valve.,"['Narrowing of aortic valve', 'Aortic stenosis', 'Valvular aortic stenosis']"
HP:0001651,Dextrocardia,"The heart is located in the right hand sided hemithorax. That is, there is a left-right reversal (or ""mirror reflection"") of the anatomical location of the heart in which the heart is locate on the right side instead of the left.","['Heart tip and four chambers point towards right side of body', 'Thoracic situs inversus']"
HP:0001653,Mitral regurgitation,An abnormality of the mitral valve characterized by insufficiency or incompetence of the mitral valve resulting in retrograde leaking of blood through the mitral valve upon ventricular contraction.,"['Mitral insufficiency', 'Mitral valve insufficiency', 'Mitral regurgitation, mild', 'Mitral valve regurgitation', 'Mitral incompetence']"
HP:0001654,Abnormal heart valve morphology,Any structural abnormality of a cardiac valve.,"['Abnormality of the heart valves', 'Valvular abnormality', 'Valvular heart disease']"
HP:0001655,Patent foramen ovale,"Failure of the foramen ovale to seal postnatally, leaving a potential conduit between the left and right cardiac atria.","['Persistent foramen ovale', 'PFO']"
HP:0001657,Prolonged QT interval,Increased time between the start of the Q wave and the end of the T wave as measured by the electrocardiogram (EKG).,"['Long Q-T syndrome', 'Prolong qt interval on ekg', 'Long QT syndrome']"
HP:0001658,Myocardial infarction,"Necrosis of the myocardium caused by an obstruction of the blood supply to the heart and often associated with chest pain, shortness of breath, palpitations, and anxiety as well as characteristic EKG findings and elevation of serum markers including creatine kinase-MB fraction and troponin.","['MI', 'Heart attack']"
HP:0001659,Aortic regurgitation,"An insufficiency of the aortic valve, leading to regurgitation (backward flow) of blood from the aorta into the left ventricle.","['Aortic valve regurgitation', 'Aortic insufficiency']"
HP:0001660,Truncus arteriosus,"A single arterial trunk arises from the cardiac mass. The pulmonary arteries, aorta and coronary arteries arise from this single trunk with no evidence of another outflow tract.","['Persistent truncus arteriosus', 'Common arterial trunk']"
HP:0001662,Bradycardia,"A slower than normal heart rate (in adults, slower than 60 beats per minute).","['Brachycardia', 'Slow heartbeats']"
HP:0001663,Ventricular fibrillation,Uncontrolled contractions of muscles fibers in the left ventricle not producing contraction of the left ventricle. Ventricular fibrillation usually begins with a ventricular premature contraction and a short run of rapid ventricular tachycardia degenerating into uncoordinating ventricular fibrillations.,[]
HP:0001664,Torsade de pointes,"A type of ventricular tachycardia characterized by polymorphioc QRS complexes that change in amplitue and cycle length, and thus have the appearance of oscillating around the baseline in the EKG.",['Torsades de pointes']
HP:0001667,Right ventricular hypertrophy,"In this case the right ventricle is more muscular than normal, causing a characteristic boot-shaped (coeur-en-sabot) appearance as seen on anterior- posterior chest x-rays. Right ventricular hypertrophy is commonly associated with any form of right ventricular outflow obstruction or pulmonary hypertension, which may in turn owe its origin to left-sided disease. The echocardiographic signs are thickening of the anterior right ventricular wall and the septum. Cavity size is usually normal, or slightly enlarged. In many cases there is associated volume overload present due to tricuspid regurgitation, in the absence of this, septal motion is normal.",['Heart right ventricle hypertrophy']
HP:0001669,Transposition of the great arteries,A complex congenital heart defect in which the aorta arises from the morphologic right ventricle and the pulmonary artery arises from the morphologic left ventricle.,"['TGA', 'Transposition of great vessels', 'TGV']"
HP:0001670,Asymmetric septal hypertrophy,"Hypertrophic cardiomyopathy with an asymmetrical pattern of hypertrophy, with a predilection for the interventricular septum and myocyte disarray.",[]
HP:0001671,Abnormal cardiac septum morphology,An anomaly of the intra-atrial or intraventricular septum.,"['Abnormality of the cardiac septa', 'Heart septal defect', 'Septal defects']"
HP:0001673,obsolete Tachycardia (with pheochromocytoma),,[]
HP:0001674,Complete atrioventricular canal defect,"A congenital heart defect characterized by a specific combination of heart defects with a common atrioventricular valve, primum atrial septal defect and inlet ventricular septal defect.","['Common atrioventricular canal', 'Complete common AV canal', 'Complete atrioventricular septal defect', 'Complete atrioventricular canal']"
HP:0001675,obsolete Rhythm disturbances associated with pheochromocytoma,,[]
HP:0001676,obsolete Palpitations (with pheochromocytoma),,[]
HP:0001677,Coronary artery atherosclerosis,"Reduction of the diameter of the coronary arteries as the result of an accumulation of atheromatous plaques within the walls of the coronary arteries, which increases the risk of myocardial ischemia.","['Coronary disease', 'Plaque build-up in arteries supplying blood to heart', 'Coronary atherosclerosis']"
HP:0001678,Atrioventricular block,Delayed or lack of conduction of atrial depolarizations through the atrioventricular node to the ventricles.,"['Interruption of electrical communication between upper and lower chambers of heart', 'Atrioventricular nodal disease']"
HP:0001679,Abnormal aortic morphology,An abnormality of the aorta.,"['Abnormal aorta morphology', 'Abnormality of the aorta']"
HP:0001680,Coarctation of aorta,Coarctation of the aorta is a narrowing or constriction of a segment of the aorta.,"['Narrowing of aorta', 'Aortic coarctation', 'Narrowing of the aorta', 'Coarctation of the aorta']"
HP:0001681,Angina pectoris,Paroxysmal chest pain that occurs with exertion or stress and is related to myocardial ischemia.,[]
HP:0001682,Subvalvular aortic stenosis,A fixed form of obstruction to blood flow across the left-ventricular outflow tract related to stenosis (narrowing) below the level of the aortic valve.,"['Subaortic stenosis', 'Narrowing of blood vessel below aortic heart valve']"
HP:0001683,Ectopia cordis,Congenital malformation of the ventral wall with partial or total evisceration of the heart outside the thoracic cavity and through the defect in the ventral wall.,[]
HP:0001684,Secundum atrial septal defect,"A kind of atrial septum defect arising from an enlarged foramen ovale, inadequate growth of the septum secundum, or excessive absorption of the septum primum.","['Atrial septal defect, ostium secundum type', 'Patent ostium secundum', 'Ostium secundum atrial septal defect']"
HP:0001685,Myocardial fibrosis,"Myocardial fibrosis is characterized by dysregulated collagen turnover (increased synthesis predominates over unchanged or decreased degradation) and excessive diffuse collagen accumulation in the interstitial and perivascular spaces as well as by phenotypically transformed fibroblasts, termed myofibroblasts.",[]
HP:0001686,Loss of voice,,['Aphonia']
HP:0001688,Sinus bradycardia,Bradycardia related to a mean resting sinus rate of less than 50 beats per minute.,[]
HP:0001691,Muscular subvalvular aortic stenosis,"A type of subvalvular aortic stenosis resulting from thickening of the musculature of the interventricular septum, which results in obstruction to blood flow through the left-ventricular outflow tract.",['Muscular subaortic stenosis']
HP:0001692,Atrial arrhythmia,A type of supraventricular tachycardia in which the atria are the principal site of electrophysiologic disturbance.,['Primary atrial arrhythmia']
HP:0001693,Cardiac shunt,Pattern of blood flow in the heart that deviates from the normal circuit of the circulatory system.,[]
HP:0001694,Right-to-left shunt,Pattern of blood flow in the heart that deviates from the normal circuit of the circulatory system from the right side of the heart to the left.,[]
